channel_name,subscriber_count,video_id,video_title,video_description,published_date,view_count,like_count,comment_text,comment_likes,comment_date
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,아니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제목으로 여자친구 있는지 물어보는 사람 첨이네 행님 ㅌㅋㅋㅋㅋㅋㅋㅋㅋ 너무 웃기네ㅜㅋ😄<br><br>+ 팝업 방문해 주셔서 정말 감사합니다 행님 ^^ 😊<br>만수무강하시고 플로에 쿠앤크 나오자마자 지갑 다 뿌수러갑니다잉,39,2024-09-29T09:53:01Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,평소 자주 잘 쓰시는걸 보고싶어요! 새로운 제품들은 따로 빼서 얘기해주시는게 안 헤깔릴것 같습니다 정보가 과하면 더 안사게 되는듯,71,2024-09-29T05:54:48Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,"솔직히 뷰티쪽 종사자 아닌이상 화장품 이것저것 많이 사기도 부담스럽고 다 쓰지도 못하는거 낭비라고 생각해서 형이 진짜로 자주쓰는 찐템들 위주로 보여주는게 편하긴 할거 같음, 그러면 나중에 광고할때도 더 믿고 살수 있고 형도 자신있게 추천할 수 있지 않을까 하는게 개인적인 생각ㅎㅎ",18,2024-09-29T06:49:21Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,지금 형 상태에 따라 다르게 쓰는거잖아<br>어차피 피부는 각자 다 다른건데 제품 여러개를 어떤 사람이 쓰는게 좋은지 추천하는거랑<br>무지성 뉴비 입문자한테 주입식으로 &quot;이거 쓰세요&quot; 하는거 2개 다 좋은거같아,6,2024-09-29T06:14:52Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,평소에 잘 쓰는 템을 위주로 보여주공 한번 써봤는데  좋았던것도 있다~ 말로 설명해주는것도 나쁘지 않은듯!!<br>오늘도 영상 재밌었자나~,21,2024-09-29T06:02:25Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,브이로그 컨텐츠를 만들어서 이 영상에는 자주 쓰는 제품들이 나와도 상관없으니까 여기서 이런 정보들 얻고<br>새로운 제품들 소개는 따로 영상을 만드는게 좋을 거 같아요,2,2024-09-29T06:28:57Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,남자는 잡다한거 보여줘봤자 잘 알지도 못하고 그냥 든든한 국밥 템 계속 추천하다가 조금씩 새로운거 소개해 주는게 좋을듯,1,2024-09-29T12:53:47Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,"잘 쓰는 것도 좋지만 나도 티동형처럼 이것저것 써보면서 나한데 맞는 거 찾는 게 더 좋아, 그러면 계속 똑같은 거 쓰는 것 보다 자연스레 더 관심 가지게 되고 관리도 더 열심히 하게 되더라",0,2024-10-01T09:54:20Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,이분영상보면 왠지모르게 마음이 편해지는느낌?..뭐라해야하지..안정되는것같은,0,2024-09-29T14:05:42Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,헬뚱님네 꿍이 더 많이 보여주세요.. 진짜 졸귀잖어,0,2024-09-29T09:22:34Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,재밌기도 하고<br>진지한말씀도 해주셔서 좋았어요!<br><br>언넝 쌀쌀해진계절에 맞춘 피부관리루틴 영상 기대하고이게즘다,1,2024-09-29T11:13:40Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,플로에 정식 런칭이 곧! 진짜 기대 중 이에요.,1,2024-09-29T06:06:55Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,티동님 제가 이제 부터 피부관리 할려고 하는데 뭐부터 시작해야될지 모르겠고 피부에 대해서 1도몰라서 폼클랜징 로션같은거 어떤걸 어떻게 써야하는지 모르겠는데 화장품 정리 영상하나 찍어주시면 감사하겠습니다.. 고등학생입니다!,1,2024-10-01T01:51:10Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,평소 자주 쓰는 제품 보여줬으면 좋겠어요,3,2024-09-29T06:05:31Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,아니 잠깐만 우리 예쁜 삼촌 왜케 밥 안맥여줌;;;;;,2,2024-09-29T06:29:16Z
티벳동생,428000,Tb_GZQ_HDVg,"관리는 하고 살자님, 여자친구 있으세요?",플로에 정식런칭 알림받기 https://pf.kakao.com/_TUpyG (정식 오픈 '5분 전' 제일 먼저 알림 보내드립니다. 신선식품이라 1일 생산량 ...,2024-09-29T05:46:50Z,27428,433,"개인적으로는 피부별로 추천라인을 잘 정리하는것도 좋을거같습니다. <br><br>티동님은 피부가 그래도 장벽이 튼튼하시고, 예민하지 않으신편이셔서 기능성이나, 보습라인이 잘맞으시지만 남성이 평균적으로 지성과 여드름이 많은것으로 알고있습니다.<br><br>지성,여드름피부는 아시다시피 그런 기능성라인을 사용하는것이 어렵다보니 티동님이 아닌 직원분들이나 주변지인분들중에 지성,여드름 피부를 가지신 분들에게 좋은 라인을 추천해주는것들도 있으면 좋을거같습니다.<br><br>벤튼선쿠션 경우도 백탁이 거의 없다 해주셨지만 티동님의 피부가 밝은편이셔서라는 생각이 들었어요. 보통밝기인 제가 사용하니 백탁이 확실히 느껴지는 편이었습니다!<br><br>참고로 저는 티동님 마켓도 자주 구매하고, 지성인(4시간 간격 기름종이 5장사용) 하는 사람으로서 벤튼수분선세럼이나 선쿠션 비레디톤로션 레티놀크림 이즈앤트리비타민크림 등..같은 그런것들을 티동님 통해서 구매하면서 느꼈던 부분이에요.<br><br>항상 감사합니다 티동님!",0,2024-09-29T08:42:19Z
